Cutting Time (s),Cutting Speed (m/min),Feed Rate (mm/rev),Notch Wear (mm),Depth of Cut (mm),Plastic Deformation (mm),Flank Wear (mm),Crater Wear (mm),Surface Finish (µm),Tool Temperature (°C),Stress (MPa),Chip Formation (type),Machine Failure Rate
21.201265531738976,108.38928745111085,0.2655589789209034,0.03438077556043958,1.1575109348007342,0.09370927271862922,0.4511004544589559,0.09349620456274384,0.1659128466785747,426.07037360621473,389.2796671335536,2,0
41.58601841248631,292.87665768976524,0.1221171751266653,0.15719735354082737,6.064119110678882,0.06453508196315322,0.23861478625999188,0.30317748687366863,1.8025589457372602,566.9412724082946,920.1500222258918,2,0
135.42397152640376,326.9238473282674,0.3518366117767521,0.12700436206089313,8.08925303511127,0.04000739495637011,0.26978362967991026,0.12366999277693946,1.3004523261478294,279.3723983357113,983.195460305325,1,0
284.40398154927726,278.4673720210817,0.1844172495033769,0.13301417325912226,7.762494400505835,0.08942707751963391,0.37285622274496294,0.3595582961725199,0.42408982433893316,557.4696202745415,969.0746258222408,2,1
31.715769824382686,282.9187470047016,0.23579532616857446,0.056688104195229023,8.455263978837337,0.0656922606749691,0.08573325676663605,0.16428967290077573,0.5377211411269615,362.4650797159842,646.8585164900234,1,0
219.18187366353362,123.07273424229476,0.1718299834686429,0.12563943241513056,9.804851843573026,0.04501884209049484,0.05244726695806979,0.19993140452087446,1.8368332386795343,422.07624327683266,938.4911617338049,1,0
157.1270284905876,319.3585551680088,0.3971925908183366,0.1522991040541575,9.960280443488992,0.07417594965828378,0.1382194132813627,0.1902451068278428,1.727549904965993,582.4900519557376,525.8213307121263,3,0
89.99494961272268,489.5516059036895,0.3211658502994542,0.06898789772279265,4.399444590174857,0.0872659013175121,0.44355050210871627,0.24537783215206269,1.330091782743956,909.0405424693043,53.577756169697075,2,0
101.90632954113539,489.1187553223727,0.1793583464414891,0.18992692229307737,5.269903032367731,0.012061878026080315,0.4286914717478148,0.2418077172277727,0.32093206395121926,662.7258413752165,103.00867259648783,1,0
16.62966134822771,207.11486966098693,0.1788975778902577,0.08151089554983912,5.232739557211471,0.03673681880415852,0.06840961113620779,0.23388505833215092,1.4942144515305062,214.13450056510516,520.8738427389376,2,0
213.12002139016838,377.80248767175567,0.19090626894694554,0.07819281942288264,6.599502375471506,0.030020648521422236,0.4866807815910759,0.07609433462699401,1.4210133936891287,314.80930092003473,247.83836856165553,2,0
39.119961988145164,248.7073387975659,0.48345897924294756,0.08318113346952022,2.8340609435561053,0.03887162133699805,0.13208029507454208,0.11983258410746177,0.698638931320881,250.6738153049797,499.08091597136246,2,0
20.061876561136643,111.99203722218974,0.2897610434744361,0.18158051628743951,7.8395322957832425,0.08530734262286097,0.40629830486638113,0.22517544640185705,1.858174636139578,349.01214800417165,348.4282605968743,3,0
145.8108021595115,383.17075047750956,0.47175057354467953,0.0683507898328715,1.7034747036091515,0.04770986337678395,0.3767667033243119,0.39875514744292784,1.3624542124429988,474.93121355720456,137.18481356043117,1,0
148.4292087643256,204.81893258190195,0.49658399295828337,0.1265909623944669,9.536388192009351,0.04052984844946535,0.4248326521222434,0.15834954729151804,1.9053222103528669,340.0492261347212,207.8790244285679,1,0
199.8713827373669,392.4178422729355,0.30397630333073244,0.06014452166198918,1.6850277905821578,0.06202318292589241,0.4466551892605085,0.1421221277354271,1.1929675007163199,569.3425550113999,948.2121681262563,3,0
214.86693982619047,220.719511802926,0.13406859135868868,0.15740709433190148,7.555319255722313,0.03300979820748652,0.1099134623495459,0.1547075563733693,1.7656040895873282,859.3469421980811,69.84459229117692,1,0
157.5486580623858,128.7565633860142,0.4244647837296075,0.1978077198148309,4.273088720679353,0.06901835490831991,0.30009704575606855,0.3334549088672173,1.2413763969101401,860.4340464727417,241.04435106066987,2,1
215.3301715848486,433.8591333103281,0.34418661823901975,0.19502318452197806,6.521566373794489,0.013057900525113152,0.049851419232484276,0.26550650330255193,1.1939399022808173,471.70596112718795,153.25293640021835,1,0
82.56834160049995,73.33843246459884,0.12941957539657248,0.032516002800935764,3.4859464366928856,0.041481807101275574,0.05244208186517202,0.3631143916392856,0.6200905521999098,461.3360208121214,927.7034263347497,1,0
51.67352846437829,214.50730551226903,0.2957418415502425,0.16414734549135582,1.6370690241198502,0.05357091003975423,0.34736993385748455,0.05483129011641797,1.2391286300888495,796.6028914502388,861.2467256538307,2,0
280.12636207392376,352.64244085028133,0.3649807367751825,0.13303580558341002,9.41153867310895,0.057529048459611924,0.30291535995913044,0.30168290080635024,0.5989126234983496,532.0582504078882,212.12091831514923,2,0
118.24600072412066,448.8635856054317,0.2773381188392,0.15372252094322703,5.345842978076035,0.015705300755458382,0.3419301344794902,0.1773154743078264,0.28881488684848183,976.0928195955221,327.6006139813712,3,0
36.117361663906124,122.49760412943026,0.3307202351827748,0.08253853621913194,3.354954844931879,0.08472136274656503,0.011092879392932667,0.3379935674239723,0.6069878701759921,555.9631159238638,216.07085541048102,1,0
249.86283561912745,93.22468961566807,0.4740192961062073,0.07604850321209898,6.432710869579026,0.04480084167029904,0.0543376675038767,0.10166381791539822,1.8252499239246605,394.5446622226713,794.1489949446186,1,0
187.79820865019735,185.96198811385662,0.15627687488410102,0.09244601774681092,2.950160674551618,0.050357179442883794,0.05678109450974611,0.06111872650173049,1.0022121528027421,207.85620666712657,634.9838196260474,1,0
181.66533242547385,165.28559300415833,0.2937447843103935,0.19942501078906943,0.8842891555327448,0.09590329737912252,0.11380176949881762,0.29717906333209676,0.19221719528393164,963.2902978116726,337.03373975965127,2,0
48.45770875160226,362.4094585803,0.10335960873130126,0.04089407967552695,8.039731137226457,0.07398953225464895,0.2525356970748977,0.10869756640812446,1.5594993972221802,294.9950718098481,995.2729830329663,2,0
229.6395832887437,156.94979355649338,0.27473696641013967,0.18462578296711643,9.96071923211586,0.07330682459531715,0.29648412689467324,0.20111068334026885,0.24278978886525557,340.1413450047054,469.2858183364528,1,0
69.05018097278034,330.78887724640094,0.1828085197821997,0.1122583357010425,9.586215627998422,0.0603076702465966,0.27182696913909316,0.10025468333054163,0.6820493788258714,230.6695823671343,888.1235109501969,2,1
22.205663470940383,345.2029438945827,0.1908370334990923,0.13524624075046163,8.857618998276926,0.0958839535857802,0.19070432490004202,0.26642040186777055,0.9245201152142248,571.9499690187713,221.8336193589381,1,0
56.70696807246802,412.5129272444132,0.19242452651345157,0.026748586586931147,7.600517410053815,0.0989515756788733,0.26900837716937176,0.22008587977370117,1.2091475160429452,526.7088142505402,214.8852623569195,3,1
213.16577471497166,321.5404400378753,0.40375300421597793,0.16734585744246633,2.0385023204491692,0.04168026298475465,0.2156636695967045,0.22207877363936793,1.6341047315960255,852.6131150938488,840.970371636795,3,0
239.43920906665088,464.44241504898844,0.3032182840538172,0.027002790380605067,1.9799667191411907,0.06316306562745348,0.350006777430424,0.2850886199724849,0.30608321485756107,644.2866740967859,267.4961536508787,2,1
81.51252217088425,361.44348664459625,0.2521664227873407,0.13998636183511345,1.921931979253888,0.011563373804470305,0.4378033437967859,0.026418370463757113,0.17979823384633103,665.8348000767594,169.62738777610758,3,0
101.36138654971833,159.0994027627109,0.10031010937883633,0.13096046047353352,4.866318331675794,0.07950102736941843,0.279741034058446,0.0237816606561239,0.735786245827491,832.1953047922111,911.7000590696375,2,0
57.19343567882005,472.9398013502833,0.43427734985253985,0.19791557148687786,5.022032896670435,0.08879035609399992,0.3209338509086354,0.04975881696836318,1.2661365554761168,666.3458417503741,800.670279334774,3,0
141.2987463087599,135.49109761809888,0.10003932901833786,0.17652074110833146,5.987110503230651,0.06053146974477306,0.39569329717461116,0.18452597548501876,0.6049806268887269,652.3033003897503,246.30236118024942,3,0
73.81657973908108,133.69814488427014,0.42313755803666453,0.08297762552688914,2.653839133496956,0.025374873697939847,0.39178913166957813,0.14392946653037858,0.5889686630212362,942.8205116854448,966.3251710126434,1,0
295.39076409008254,384.02889622438374,0.3909396441155254,0.18208672828587708,0.8772836029499183,0.04707572270815948,0.41397303659138124,0.11485456240698434,1.0595349618837586,549.6396790089411,559.6810377444652,3,0
232.41859756730122,283.55280051788804,0.14840995182346717,0.02489555218871442,1.4572423214828545,0.0671089560833544,0.1473333555695612,0.35426435187725414,1.0004866557872318,707.5488746657763,414.8644114959921,2,0
183.1630749159805,122.01367081572262,0.3481548632906835,0.061974919386152516,1.159307255881733,0.08840664018205785,0.121052499001146,0.3557417207272693,0.7152548879574739,507.46624136152747,186.66285489586406,3,0
219.18484466948541,101.26967661730528,0.10446489198411793,0.18679846137499218,8.031714472544717,0.0667100058500321,0.3976873781599633,0.10118818141485517,0.6650851827472263,720.5395061782566,642.8400928472613,2,0
58.403759474020134,126.228240117709,0.18943946936655426,0.11087312514047133,1.779601040361175,0.07540039259165093,0.3743169863597746,0.330259240918213,0.797599958862454,208.04497582582576,476.406168852275,1,0
225.6446945060647,466.9099709800689,0.19640142340813938,0.06769300997256396,7.629342032217474,0.05568085000892916,0.09348429818649495,0.20603280587530953,1.8447691609601646,781.346001422635,202.65516383836726,2,0
